station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb,code_prime
3101130,B,2011,4,11,17,16,51,03286,3101130
3101400,A,2011,3,11,14,48,48,01907,3101400
3101420,C,2011,3,11,14,48,55,4857,3101420
3101421,A,2011,3,11,14,48,45,1545,3101421
3101430,B,2011,3,11,14,48,54,03569,3101430
3101431,C,2011,3,11,14,48,55,03824,3101431
3101433,B,2011,3,11,14,48,50,3175,3101432
3110000,B,2011,3,11,14,48,53,04574,3110000
3110000,5,1923,9,01,11,56,//,/////,3110000
3110020,A,2011,3,11,14,48,47,1873,3110020
3110030,A,2011,3,11,14,48,49,03785,3110030
3110031,B,2011,3,11,14,48,52,05999,3110031
3110032,D,2011,3,11,14,48,60,07963,3110032
3110032,A,2011,4,11,17,16,45,01758,3110032
3110032,A,2011,4,16,11,19,47,01861,3110032
3110200,A,2011,3,11,14,48,49,03362,3110200
3110231,A,2011,3,11,14,48,46,02110,3110231
3110232,B,2011,3,11,14,48,50,/////,3110232
3110233,A,2011,3,11,14,48,45,01637,3110233
3110234,A,2011,3,11,14,48,45,02126,3110234
3110260,B,2011,3,11,14,49,50,01999,3110260
3110330,B,2011,3,11,14,48,50,02978,3110330
3110333,A,2014,9,16,12,28,45,2161,3110330
3110331,A,2011,3,11,14,48,46,01721,3110331
3110332,A,2011,3,11,14,48,48,02137,3110332
3110334,A,2014,9,16,12,28,45,2532,3110332
3110420,B,2011,3,11,14,48,52,3464,3110420
3110430,A,2011,3,11,14,48,49,04152,3110430
3110431,A,2011,3,11,14,48,46,02397,3110431
3110520,B,2011,3,11,14,48,54,4300,3110520
3110520,A,2011,3,11,15,15,47,1586,3110520
3110530,B,2011,3,11,14,48,50,02346,3110530
3110620,C,2011,3,11,14,48,57,4653,3110620
3110620,A,2011,3,11,15,16,48,1806,3110620
3110630,C,2011,3,11,14,48,56,5001,3110630
3110630,A,2011,3,11,15,15,45,1318,3110630
3110631,D,2011,3,11,14,48,60,10391,3110631
3110631,B,2011,3,11,15,16,50,03909,3110631
3110631,A,2011,7,15,21,1,45,02295,3110631
3110730,B,2011,3,11,14,48,50,02855,3110730
3111400,B,2011,3,11,14,48,54,03163,3111400
3111400,A,1996,12,//,//,//,//,/////,3111400
3111521,B,2011,3,11,14,48,51,4011,3111520
3111520,A,2008,5,8,1,45,45,1883,3111520
3111530,B,2011,3,11,14,48,54,05848,3111530
3111530,A,2011,3,11,15,15,45,01779,3111530
3111630,D,2011,3,11,14,48,61,06683,3111630
3111630,A,2000,7,21,3,39,45,01417,3111630
3111630,A,2012,12,7,17,20,45,01231,3111630
3111731,C,2011,3,11,14,48,59,09562,3111730
3111731,A,2011,4,11,17,16,47,03149,3111730
3111830,A,2011,3,11,14,48,47,02115,3111830
3112130,A,2011,3,11,14,48,48,02401,3112130
3112730,D,2011,3,11,14,48,61,09016,3112730
3112730,A,2011,4,16,11,19,47,02156,3112730
3113530,B,2011,3,11,14,48,54,03313,3113530
3113531,B,2011,3,11,14,48,53,04300,3113531
3113630,C,2011,3,11,14,48,56,06054,3113630
3113631,B,2011,3,11,14,48,51,02774,3113631
3113730,C,2011,3,11,14,48,55,06712,3113730
3113731,C,2011,3,11,14,48,58,08483,3113731
3113830,B,2011,3,11,14,48,52,03004,3113830
3113830,A,2011,3,11,15,15,45,01297,3113830
3113833,A,2014,9,16,12,28,46,2725,3113830
3113831,B,2011,3,11,14,48,50,04420,3113831
3113832,B,2011,3,11,14,48,51,04967,3113832
3113832,A,2011,4,11,17,16,45,01868,3113832
3200000,A,2004,10,27,10,41,45,02152,3200000
3200001,A,2011,3,11,14,49,47,1590,3200000
3200020,A,2011,3,11,14,49,46,1807,3200020
3200031,B,2011,3,11,14,49,51,02548,3200031
3200031,A,2004,10,23,18,34,46,01829,3200031
3200032,A,2011,3,11,14,48,47,03174,3200032
3200131,B,2011,3,12,3,59,51,03326,3200131
3200131,A,2011,3,11,14,49,47,01815,3200131
3200700,A,2004,10,23,17,56,45,02285,3200700
3200700,A,2004,10,23,18,34,48,03585,3200700
3201430,A,2004,10,23,18,34,45,3045,3201430
3210000,5,1931,9,21,11,20,//,/////,3210000
3210020,A,2011,3,11,14,48,46,1261,3210020
3210031,A,2011,3,11,14,49,48,01604,3210031
3210033,A,2011,3,11,14,49,49,01877,3210033
3210033,A,2014,9,16,12,28,46,02094,3210033
3210034,B,2011,3,11,14,49,50,02830,3210034
3210130,B,2011,3,11,14,49,50,2849,3210130
3210130,A,2004,10,23,17,56,46,2701,3210130
3210200,A,2011,3,11,14,48,49,02260,3210200
3210220,C,2011,3,11,14,48,55,4155,3210220
3210230,B,2011,3,11,14,48,50,02941,3210230
3210231,A,2011,3,11,14,48,49,03373,3210231
3210332,A,2011,3,11,14,48,49,03269,3210332
3210332,A,2014,9,16,12,28,46,03252,3210332
3210334,A,2011,3,11,14,49,48,01519,3210334
3210420,B,2011,3,11,14,48,50,2157,3210420
3210420,A,2014,9,16,12,28,49,2592,3210420
3210430,A,2011,3,11,14,49,49,02179,3210430
3210431,A,2011,3,11,14,48,49,01886,3210431
3210432,A,2011,3,11,14,49,48,01625,3210432
3210434,A,2011,3,11,14,49,48,02501,3210433
3210530,A,2011,3,11,14,48,49,1355,3210530
3210632,B,2011,3,11,14,49,51,02660,3210632
3210636,A,2018,6,17,15,27,45,1988,3210632
3210633,A,2011,3,11,14,49,47,02032,3210633
3210635,A,2011,3,11,14,49,45,01439,3210635
3210631,A,2004,10,23,17,56,47,02717,3210660
3210631,A,2004,10,23,18,34,47,03189,3210660
3210631,A,2004,10,27,10,41,47,03724,3210660
3210930,A,2011,3,11,14,49,46,01635,3210930
3212730,A,2011,3,11,14,49,49,2538,3212730
3215300,A,1996,12,//,//,//,//,/////,3215300
3215300,A,2011,3,11,14,48,47,01635,3215300
3215431,B,2011,3,11,14,49,52,01891,3215430
3215530,B,2011,3,11,14,49,51,02650,3215530
3215530,A,2014,9,16,12,28,47,02099,3215530
3215630,B,2011,3,11,14,48,52,03007,3215630
3215630,A,2014,9,16,12,28,47,02403,3215630
3215731,B,2011,3,11,14,48,54,02887,3215730
3215731,A,2014,9,16,12,28,47,01728,3215730
3215831,A,2011,3,11,14,48,46,01600,3215831
3215832,A,2014,9,16,12,28,48,03229,3215832
3300000,A,2011,3,11,14,48,46,01341,3300000
3300000,6,1923,9, 1,11,58,//,/////,3300000
3300000,5,1922,1,24,08,32,//,/////,3300000
3300000,5,1923,9, 1,12,03,//,/////,3300000
3300000,5,1923,9, 1,12,24,//,/////,3300000
3300000,5,1923,9,14,15,33,//,/////,3300000
3300000,5,1924,1,15,//,//,//,/////,3300000
3300000,5,1931,9,21,11,20,//,/////,3300000
3300020,A,2011,3,11,14,48,46,01252,3300020
3300030,B,2011,3,11,14,49,54,2123,3300030
3300031,A,2011,3,11,14,48,47,1273,3300031
3300032,A,2011,3,11,14,49,49,2735,3300032
3300032,A,2014,9,16,12,28,45,3536,3300032
3300130,B,2011,3,11,14,49,51,1783,3300130
3300131,A,2011,3,11,14,49,49,2228,3300131
3300230,B,2011,3,11,14,49,52,1998,3300230
3300230,A,2011,4,16,11,19,45,819,3300230
3300230,A,2014,9,16,12,28,45,1358,3300230
3300231,B,2011,3,11,14,49,52,2453,3300231
3300231,A,2014,9,16,12,28,47,2224,3300231
3300232,B,2011,3,11,14,49,51,1943,3300232
3300233,B,2011,3,11,14,49,54,2901,3300233
3300233,A,2011,3,11,15,16,49,1668,3300233
3300233,A,2011,4,16,11,19,48,1107,3300233
3300233,A,2014,9,16,12,28,47,2250,3300233
3300300,A,2011,3,11,14,48,45,01481,3300300
3300301,A,2014,9,16,12,28,47,2417,3300300
3300320,A,2011,3,11,14,48,45,01119,3300320
3300430,B,2011,3,11,14,49,50,3554,3300430
3300530,B,2011,3,11,14,49,52,3016,3300530
3300630,B,2011,3,11,14,49,52,02137,3300630
3300630,A,2015,5,30,20,27,45,00877,3300630
3300631,B,2011,3,11,14,49,50,1532,3300631
3300632,B,2011,3,11,14,49,51,2487,3300632
3300732,B,2011,3,11,14,49,51,02734,3300732
3300733,A,2011,3,11,14,49,48,02373,3300733
3300800,B,2011,3,11,14,48,52,03666,3300800
3300800,A,2004,10,23,17,56,47,02283,3300800
3300800,A,2014,9,16,12,28,45,01420,3300800
3300820,A,2011,3,11,14,48,49,2068,3300820
3300830,A,2011,3,11,14,49,49,1562,3300830
3300831,B,2011,3,11,14,49,52,1614,3300831
3300832,B,2011,3,11,14,49,50,1739,3300832
3301130,A,2011,3,11,14,49,45,2304,3301130
3301530,B,2011,3,11,14,49,53,2226,3301530
3301830,A,2011,3,11,14,49,49,02147,3301830
3301830,A,2014,9,16,12,28,49,02516,3301830
3302230,A,2011,3,11,14,48,45,1110,3302230
3310021,A,2011,3,11,14,48,45,2142,3310020
3310120,B,2011,3,11,14,48,50,01822,3310120
3310120,A,2011,3,11,15,16,46,00958,3310120
3310130,A,2011,3,11,14,48,48,1516,3310130
3310131,A,2005,7,23,16,35,45,796,3310131
3310131,A,2011,3,11,14,48,46,1104,3310131
3310420,A,2011,3,11,14,48,46,1805,3310420
3310720,B,2011,3,11,14,48,53,2452,3310720
3310720,A,2011,3,11,15,16,46,901,3310720
3310730,B,2011,3,11,14,49,51,2158,3310730
3310730,A,2011,4,11,17,16,45,1084,3310730
3310740,B,2011,3,11,14,49,54,02416,3310740
3310740,A,2011,3,11,15,16,49,01145,3310740
3310740,A,2011,4,11,17,16,46,00853,3310740
3310740,A,2015,5,30,20,27,46,00806,3310740
3310830,A,2011,3,11,14,49,46,1654,3310830
3310931,A,2011,3,11,14,49,46,1459,3310930
3311130,B,2011,3,11,14,49,51,1757,3311130
3311130,A,2005,7,23,16,35,48,1220,3311130
3311130,A,2011,3,11,15,16,45,1038,3311130
3311230,A,2011,3,11,14,49,47,1231,3311230
3311330,A,2011,3,11,14,48,48,1431,3311330
3311430,B,2011,3,11,14,48,51,2180,3311430
3311730,A,2011,3,11,14,49,47,02471,3311730
3311830,A,2011,3,11,14,48,48,1602,3311830
3311930,A,2011,3,11,14,49,49,4124,3311930
3312030,A,2011,3,11,14,49,46,2055,3312030
3312130,A,2011,3,11,14,49,49,1657,3312130
3312230,A,2011,3,11,14,49,46,1565,3312230
3312330,A,2005,7,23,16,35,45,977,3312330
3312330,A,2011,3,11,14,48,49,1248,3312330
3312330,A,2011,3,11,15,16,46,754,3312330
3312430,A,2011,3,11,14,48,47,01298,3312430
3312631,B,2011,3,11,14,49,50,01935,3312630
3312630,A,2005,7,23,16,35,45,877,3312630
3312730,A,2011,3,11,14,49,47,1914,3312730
3312830,A,2011,3,11,14,49,48,1740,3312830
3312930,B,2011,3,11,14,48,50,1874,3312930
3313030,A,2011,3,11,14,48,49,1643,3313030
3313230,B,2011,3,11,14,49,51,01659,3313230
3313230,A,2011,3,11,15,16,47,00967,3313230
3313330,A,2011,3,11,14,49,45,02215,3313330
3313530,A,2011,3,11,14,48,46,02008,3313530
3313630,A,2011,3,11,14,49,48,1378,3313630
3313930,B,2011,3,11,14,49,50,01762,3313930
3314031,C,2011,3,11,14,49,55,2813,3314030
3314030,A,2004,10,6,23,40,46,1117,3314030
3314031,A,2005,7,23,16,35,45,934,3314030
3314031,A,2011,3,11,15,16,46,854,3314030
3314031,A,2015,5,30,20,27,45,797,3314030
3314230,B,2011,3,11,14,49,50,2520,3314230
3314330,A,2011,3,11,14,49,48,1204,3314330
3314720,B,2011,3,11,14,48,51,1912,3314720
3314930,B,2011,3,11,14,49,50,1652,3314930
3315100,A,2011,3,11,14,49,47,01665,3315100
3315430,A,2011,3,11,14,49,49,2318,3315430
3315630,B,2011,3,11,14,48,51,2285,3315630
3320001,A,2011,3,11,14,48,46,1942,3320000
3320020,A,2011,3,11,14,48,47,1823,3320020
3320030,A,2011,3,11,14,49,46,01932,3320030
3320130,A,2011,3,11,14,49,45,01408,3320130
3400000,A,2011,3,11,14,48,48,01621,3400000
3400000,A,2011,3,11,15,15,49,02326,3400000
3400000,A,2011,3,16,12,52,45,02193,3400000
3400000,A,2012,3,14,21,05,48,03289,3400000
3400000,5,1923,6,02,05,15,//,/////,3400000
3400000,5,1923,9,01,11,58,//,/////,3400000
3400000,5,1987,12,17,11,08,//,/////,3400000
3400000,5,1989,3,06,23,39,//,/////,3400000
3400020,B,2011,3,11,14,48,50,1839,3400020
3400020,B,2011,3,11,15,15,53,3159,3400020
3400020,B,2012,3,14,21,5,51,3933,3400020
3400230,A,2011,3,11,14,49,45,940,3400230
3400300,A,2011,3,11,14,49,48,01697,3400300
3400300,A,2011,3,11,15,16,49,01470,3400300
3400320,B,2011,3,11,14,48,51,2222,3400320
3400320,B,2011,3,11,15,15,52,2853,3400320
3400330,A,2011,3,11,14,48,47,1591,3400330
3400330,A,2011,3,11,15,15,48,1299,3400330
3400531,B,2005,4,11,7,22,51,2897,3400531
3400531,B,2011,3,11,14,48,53,3171,3400531
3400531,B,2011,3,11,15,15,54,3028,3400531
3400531,A,2011,4,12,8,8,45,1336,3400531
3400531,A,2011,4,21,22,37,46,1718,3400531
3400531,A,2012,4,29,19,28,45,1481,3400531
3400531,A,2020,6,25,4,47,46,1328,3400531
3400532,B,2011,3,11,15,15,54,2198,3400532
3400532,A,2011,3,11,14,48,48,1845,3400532
3400532,A,2012,3,14,21,5,46,1473,3400532
3400533,B,2011,3,11,14,48,50,2102,3400533
3400533,B,2011,3,11,15,15,52,2694,3400533
3400533,A,2011,4,12,8,8,47,2176,3400533
3400533,A,2020,6,25,4,47,45,1618,3400533
3400730,B,2011,3,11,14,48,51,2520,3400730
3400730,A,2011,3,11,15,15,47,1607,3400730
3401200,B,2011,3,11,14,48,51,02245,3401200
3401200,B,2011,3,11,15,16,50,02140,3401200
3401200,A,2000,6,03,17,54,48,02112,3401200
3401200,A,2005,4,11,07,22,47,02552,3401200
3401431,A,2011,3,11,14,48,48,1472,3401430
3401431,A,2011,3,11,15,15,48,1574,3401430
3402030,A,2011,3,11,14,48,48,1924,3402030
3402030,A,2011,3,11,15,15,49,1190,3402030
3402630,A,2011,3,11,14,48,47,2471,3402630
3402630,A,2011,3,11,15,15,45,1805,3402630
3402700,A,2007,8,18,04,14,46,02279,3402700
3402700,A,2011,3,11,15,16,45,00865,3402700
3402830,A,2011,3,11,14,48,46,994,3402830
3402930,A,2011,3,11,14,49,47,953,3402930
3402930,A,2011,3,11,15,15,45,874,3402930
3403030,B,2011,3,11,14,48,50,1255,3403030
3403030,A,2011,3,11,15,16,48,1145,3403030
3403231,A,2018,7,7,20,24,48,2066,3403230
3403231,A,2019,5,25,15,20,45,2381,3403230
3403330,B,2005,4,11,7,22,50,1890,3403330
3403330,B,2011,3,11,15,15,52,2259,3403330
3403330,A,2011,3,11,14,48,49,1943,3403330
3403331,B,2011,3,11,15,15,51,1812,3403331
3403331,A,2005,4,11,7,22,47,1027,3403331
3403331,A,2011,3,11,14,48,47,1694,3403331
3403400,5,1996,9,//,//,//,//,/////,3403400
3403420,B,2011,3,11,14,48,51,3103,3403420
3403420,A,2011,3,11,15,16,47,2445,3403420
3403430,B,2011,3,11,14,48,54,3049,3403430
3403430,B,2011,3,11,15,16,52,2910,3403430
3403430,A,2005,4,11,7,22,46,1180,3403430
3403431,B,2005,4,11,7,22,50,1494,3403431
3403431,B,2011,3,11,14,48,52,2040,3403431
3403431,B,2011,3,11,15,15,52,2325,3403431
3403432,B,2011,3,11,14,48,52,04393,3403432
3403432,B,2011,3,11,15,15,50,03333,3403432
3403432,A,2005,4,11,7,22,47,02092,3403432
3403432,A,2011,3,11,15,17,45,02102,3403432
3403432,A,2011,4,12,8,8,48,03251,3403432
3403433,A,2011,3,11,14,48,48,2260,3403433
3403433,A,2011,3,11,15,15,49,1702,3403433
3403530,A,2005,4,11,7,22,45,1200,3403530
3403530,A,2011,3,11,14,48,49,1835,3403530
3403530,A,2011,3,11,15,15,49,1649,3403530
3403531,A,2011,3,11,14,48,46,1749,3403531
3403531,A,2011,3,11,15,15,48,1472,3403531
3403630,A,2011,3,11,14,48,47,1446,3403630
3403630,A,2011,3,11,15,15,49,1563,3403630
3403634,A,2011,3,11,14,48,49,2870,3403631
3403634,A,2011,3,11,15,15,48,1668,3403631
3403632,B,2011,3,11,14,48,50,1478,3403632
3403632,A,2011,3,11,15,15,49,1515,3403632
3403633,A,2011,3,11,14,48,46,1256,3403633
3403633,A,2011,3,11,15,15,49,1677,3403633
3403730,A,2011,3,11,14,48,46,1146,3403730
3403730,A,2011,3,11,15,16,46,1066,3403730
3410000,B,2011,3,11,14,48,50,02009,3410000
3410000,A,2011,3,11,15,16,46,01031,3410000
3410000,5,1987,12,17,11,08,//,/////,3410000
3410020,B,2011,3,11,14,48,51,1870,3410020
3410040,B,2011,3,11,14,49,52,1718,3410040
3410040,A,2011,3,11,15,15,46,1095,3410040
3410140,B,2011,3,11,14,48,52,3598,3410140
3410240,A,2011,3,11,14,48,49,3031,3410240
3410340,B,2011,3,11,14,48,51,3013,3410340
3410340,A,2011,3,11,15,15,45,1475,3410340
3410440,A,2011,3,11,14,48,45,1826,3410440
3410520,B,2011,3,11,14,48,52,3033,3410520
3410540,B,2011,3,11,14,49,52,2765,3410540
3410630,A,2005,7,23,16,35,47,1121,3410630
3410630,A,2011,3,11,14,48,49,1340,3410630
3410730,A,2005,7,23,16,35,45,862,3410730
3410730,A,2011,3,11,14,48,48,2203,3410730
3410830,A,2011,3,11,14,48,46,1606,3410830
3410930,B,2011,3,11,14,48,51,3118,3410930
3410931,B,2011,3,11,14,48,52,3396,3410931
3411000,C,2011,3,11,14,48,56,06911,3411000
3411000,B,2011,3,11,15,16,52,04302,3411000
3411001,B,2011,3,11,14,48,52,3617,3411001
3411001,A,2011,3,11,15,16,47,1875,3411001
3411020,B,2011,3,11,14,48,50,2543,3411020
3411020,A,2011,3,11,15,15,47,1657,3411020
3411030,B,2011,3,11,14,48,51,3116,3411030
3411030,A,2011,3,11,15,16,45,1770,3411030
3411032,B,2011,3,11,14,48,50,3023,3411032
3411032,A,2011,3,11,15,15,46,2071,3411032
3411130,B,2011,3,11,14,48,53,3257,3411130
3411130,A,2011,3,11,15,15,46,1434,3411130
3411230,B,2011,3,11,14,48,50,2457,3411230
3411301,B,2011,3,11,14,48,50,3429,3411300
3411330,A,2011,3,11,14,48,45,1153,3411330
3411331,A,2011,3,11,14,48,49,2403,3411331
3411420,A,2011,3,11,14,48,47,1336,3411420
3411420,A,2011,3,11,15,16,48,1358,3411420
3411430,A,2011,3,11,14,48,46,1257,3411430
3411530,A,2011,3,11,14,48,47,1462,3411530
3411630,B,2011,3,11,14,48,51,2531,3411630
3411730,A,2011,3,11,14,48,48,1775,3411730
3411830,A,2011,3,11,14,48,49,2443,3411830
3411930,B,2011,3,11,14,48,51,1596,3411930
3411930,A,2005,7,23,16,35,48,1327,3411930
3411930,A,2011,3,11,15,16,45,968,3411930
3412030,A,2011,3,11,14,48,49,2087,3412030
3412130,A,2011,3,11,14,48,49,2644,3412130
3412130,A,2011,3,11,15,15,46,1691,3412130
3412230,C,2011,3,11,14,48,55,3757,3412230
3412230,A,2011,3,11,15,15,47,1590,3412230
3412231,B,2011,3,11,14,48,52,3731,3412231
3412232,C,2011,3,11,14,48,55,3679,3412232
3412232,A,2011,3,11,15,15,48,1338,3412232
3412530,A,2011,3,11,14,48,46,1912,3412530
3412830,B,2011,3,11,14,49,52,2143,3412830
3413031,B,2011,3,11,14,48,51,3314,3413030
3413031,A,2011,3,11,15,15,45,1652,3413030
3413130,A,2011,3,11,14,48,49,2461,3413130
3413130,A,2011,3,11,15,15,46,1260,3413130
3420000,5,1930,5,24,01,38,//,/////,3420000
3420030,A,2011,3,11,14,49,45,772,3420030
3420070,6,1923,9,1,11,56,//,/////,3420070
3420070,5,1953,11,26,2,49,//,/////,3420070
3420100,A,2005,7,23,16,35,48,01491,3420100
3420130,A,2005,7,23,16,35,46,1325,3420130
3420130,A,2011,3,11,14,48,46,1066,3420130
3420200,5,1987,12,17,11,08,//,/////,3420200
3420420,A,2011,3,11,14,49,45,1095,3420420
3421430,B,2011,3,11,14,49,50,1176,3421430
3421430,A,2005,7,23,16,35,47,971,3421430
3422200,A,2011,3,11,14,49,45,746,3422200
3422232,A,2011,3,11,14,49,49,1088,3422232
3422235,A,2011,3,11,14,49,47,1142,3422235
3500000,B,2011,3,11,14,49,51,02280,3500000
3500000,A,2014,5,05,05,18,46,01796,3500000
3500000,6,1923,9,01,11,58,//,/////,3500000
3500000,5,1922,4,26,10,11,//,/////,3500000
3500000,5,1926,8,03,18,26,//,/////,3500000
3500000,5,1928,5,21,01,29,//,/////,3500000
3500000,5,1929,7,27,07,48,//,/////,3500000
3500000,5,1985,10,04,21,26,//,/////,3500000
3500000,5,1992,2,02,04,04,//,/////,3500000
3500034,A,2011,3,11,14,49,46,1550,3500032
3500051,A,2011,3,11,14,49,49,4202,3500051
3500130,A,2011,3,11,14,48,46,1337,3500130
3500150,A,2011,3,11,14,49,46,1703,3500150
3500151,A,2011,3,11,14,49,49,1501,3500151
3500250,A,2011,3,11,14,49,45,1066,3500250
3500251,A,2011,3,11,14,48,49,/////,3500251
3500320,A,2011,3,11,14,49,48,2024,3500320
3500351,A,2011,3,11,14,49,46,1723,3500350
3500431,A,2011,3,11,14,48,47,1777,3500431
3500450,A,2011,3,11,14,48,48,1976,3500450
3500451,A,2011,3,11,14,48,49,2651,3500451
3500531,A,2011,3,11,14,48,46,2283,3500530
3500550,A,2011,3,11,14,48,47,1560,3500550
3500630,A,2011,3,11,14,49,46,992,3500630
3500650,B,2011,3,11,14,49,50,1731,3500650
3500731,B,2011,3,11,14,49,51,2379,3500730
3500750,B,2011,3,11,14,48,50,2701,3500750
3500751,B,2011,3,11,14,48,50,2058,3500751
3500752,A,2011,3,11,14,49,48,1073,3500752
3500831,A,2011,3,11,14,48,45,1187,3500830
3500850,A,2011,3,11,14,49,47,/////,3500850
3500851,A,2011,3,11,14,48,45,1311,3500851
3500930,A,2011,3,11,14,49,46,1525,3500930
3501050,A,2011,3,11,14,49,45,1064,3501050
3501051,A,2011,3,11,14,49,47,1108,3501051
3501052,A,2005,7,23,16,35,48,1427,3501052
3501052,A,2011,3,11,14,49,49,1365,3501052
3501130,A,2011,3,11,14,48,45,1643,3501130
3501150,A,2011,3,11,14,48,47,2254,3501150
3501151,A,2011,3,11,14,48,49,1854,3501151
3501152,A,2011,3,11,14,48,45,1046,3501152
3501230,A,2011,3,11,14,49,46,1591,3501230
3501330,B,2011,3,11,14,48,51,03043,3501330
3501350,A,2011,3,11,14,48,46,2214,3501350
3501351,B,2011,3,11,14,48,50,3436,3501351
3501401,A,2011,3,11,14,49,45,959,3501400
3501450,B,2011,3,11,14,48,50,3317,3501450
3501451,A,2011,3,11,14,49,49,2421,3501451
3501530,A,2011,3,11,14,49,45,971,3501530
3501630,A,2011,3,11,14,49,46,/////,3501630
3501651,A,2011,3,11,14,48,48,1928,3501651
3501730,A,2011,3,11,14,48,49,1353,3501730
3501750,B,2011,3,11,14,48,53,2974,3501750
3501831,B,2011,3,11,14,48,51,2236,3501830
3501850,A,2011,3,11,14,48,48,1276,3501850
3501851,A,2011,3,11,14,48,49,1986,3501851
3501931,A,2011,3,11,14,48,48,02107,3501930
3501950,A,2011,3,11,14,49,48,2998,3501950
3501951,A,2011,3,11,14,48,49,1977,3501951
3502030,A,2011,3,11,14,48,46,1053,3502030
3502053,B,2011,3,11,14,48,51,1582,3502050
3502051,B,2005,7,23,16,35,50,1529,3502051
3502051,B,2011,3,11,14,48,50,1587,3502051
3502052,B,2011,3,11,14,48,50,1850,3502052
3502130,A,2011,3,11,14,49,48,01637,3502130
3502151,A,2011,3,11,14,49,49,1503,3502150
3502200,B,2011,3,11,14,48,50,02417,3502200
3502200,A,2011,3,11,15,16,45,00977,3502200
3502250,B,2011,3,11,14,49,50,/////,3502250
3502250,A,2005,7,23,16,35,45,00969,3502250
3502251,A,2011,3,11,14,49,47,1177,3502251
3510000,A,2011,3,11,14,48,45,00853,3510000
3510020,A,2011,3,11,14,48,47,1260,3510020
3510050,A,2011,3,11,14,48,46,1076,3510050
3510231,A,2011,3,11,14,49,48,1685,3510230
3510250,A,2011,3,11,14,49,48,2632,3510250
3510331,A,2011,3,11,14,49,48,2385,3510330
3510431,A,2011,3,11,14,48,45,1332,3510430
3510450,A,2011,3,11,14,48,46,1474,3510450
3510630,A,2011,3,11,14,48,45,01160,3510630
3510650,B,2011,3,11,14,48,51,3259,3510650
3510650,A,2015,9,12,5,49,48,2870,3510650
3510720,A,2011,3,11,14,48,46,1477,3510720
3510731,A,2011,3,11,14,49,46,1235,3510730
3510750,B,2011,3,11,14,49,50,2320,3510750
3510820,A,2011,3,11,14,48,47,01272,3510820
3510931,A,2011,3,11,14,48,47,01965,3510930
3511030,A,2011,3,11,14,49,47,01644,3511030
3511131,A,2011,3,11,14,48,45,1236,3511131
3511150,A,2011,3,11,14,49,47,1333,3511150
3511201,A,2011,3,11,14,48,46,1548,3511200
3511441,A,2011,3,11,14,49,45,1963,3511430
3511730,A,2011,3,11,14,49,45,1234,3511730
3511830,A,2011,3,11,14,49,49,2679,3511830
3512231,A,2011,3,11,14,48,47,1473,3512230
3512330,A,2011,3,11,14,48,46,2612,3512330
3540000,C,2000,7,01,16,01,59,07014,3540000
3540000,B,2000,7,09,03,57,51,03902,3540000
3540000,A,1999,3,14,09,04,46,01518,3540000
3540000,A,2000,7,24,06,52,45,01594,3540000
3540000,A,2000,7,30,21,25,45,01558,3540000
3540000,A,2000,8,18,10,52,49,02701,3540000
3540000,5,1992,6,//,//,//,//,/////,3540000
3540000,5,1995,10,06,21,43,//,/////,3540000
3540030,C,2000,7,1,16,1,56,5304,3540030
3540030,C,2000,7,9,3,57,55,3389,3540030
3540030,B,2000,8,18,10,52,50,2557,3540030
3540030,A,2000,6,29,12,10,49,2530,3540030
3540030,A,2000,7,24,6,52,48,1629,3540030
3550000,5,1978,1,14,12,24,//,/////,3550000
3550000,5,1980,6,29,16,20,//,/////,3550000
3550000,5,1986,11,21,17,09,//,/////,3550000
3550000,5,1986,11,21,17,12,//,/////,3550000
3550000,5,1986,11,22,11,46,//,/////,3550000
3550000,5,1986,11,22,14,13,//,/////,3550000
3550002,A,2000,7,15,10,30,49,02978,3550002
3560010,A,2000,9,11,7,49,47,2342,3560010
3560000,A,2020,12,18,18,9,47,3355,3560010
3560100,A,2011,3,11,14,49,47,2437,3560100
3560130,C,2000,7,15,10,30,56,3727,3560110
3560130,B,2000,7,27,10,49,50,2167,3560110
3560130,A,2000,7,1,16,2,48,1747,3560110
3560130,A,2000,8,29,11,0,45,2157,3560110
3560130,A,2011,3,11,14,50,47,2237,3560110
3560111,A,2000,7,27,10,49,49,1769,3560111
3560112,C,2000,8,18,10,52,55,5474,3560112
3560112,C,2000,8,18,12,48,57,7015,3560112
3560112,B,2000,7,20,2,32,51,3278,3560112
3560112,B,2000,7,24,6,52,51,2831,3560112
3560112,B,2000,8,3,17,0,51,3782,3560112
3560112,B,2000,8,3,22,17,50,3069,3560112
3560112,B,2011,3,11,14,49,51,2833,3560112
3560112,A,2000,8,3,18,4,48,3352,3560112
3560112,A,2000,9,11,7,49,48,2219,3560112
3560112,A,2000,8,29,11,0,49,3868,3560112
3560112,A,2000,8,16,2,37,46,1911,3560112
3560112,A,2000,8,5,13,15,46,2397,3560112
3560112,A,2000,8,4,4,23,46,1928,3560112
3560112,A,2000,8,4,1,46,45,1592,3560112
3560112,A,2000,8,3,21,12,47,2134,3560112
3560112,A,2000,7,27,10,49,49,2714,3560112
3560112,A,2000,8,3,6,42,46,1991,3560112
3560112,A,2000,7,28,22,32,45,2910,3560112
3560112,A,2000,7,28,13,39,47,1762,3560112
