code_prime,lon,lat,address,codes_ordered,gaps,distances,grand_date_b,grand_date_e,date_b_s,date_e_s,lats,lons,date_b_s_old,date_e_s_old
1000000,14119,4310,石狩市花川,[1000000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4310],[14119],,
1000001,14125,4317,石狩市聚富,[1000001],[],[],2012-10-02,2023-12-31,['2012-10-02'],['2023-12-31'],[4317],[14125],,
1000020,14126,4324,石狩市厚田,[1000020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4324],[14126],,
1000021,14123,4336,石狩市浜益,[1000021],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4336],[14123],,
1000022,14118,4310,石狩市花畔,[1000022],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4310],[14118],,
1000120,14131,4313,当別町白樺,[1000120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4313],[14131],,
1000230,14139,4314,新篠津村第４７線,"[1000230, 1000231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4314, 4314]","[14139, 14139]",,
1010000,14120,4304,札幌中央区北２条,[1010000],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[4304],[14120],,
1010040,14121,4303,札幌中央区南４条,[1010040],[],[],2011-01-06,2023-12-31,['2011-01-06'],['2023-12-31'],[4303],[14121],,
1010120,14121,4308,札幌北区太平,[1010120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4308],[14121],,
1010140,14121,4309,札幌北区篠路,[1010140],[],[],2011-01-06,2023-12-31,['2011-01-06'],['2023-12-31'],[4309],[14121],,
1010141,14120,4307,札幌北区新琴似,[1010141],[],[],2011-01-06,2023-12-31,['2011-01-06'],['2023-12-31'],[4307],[14120],,
1010240,14122,4306,札幌東区元町,"[1010240, 1010241]",[0],[0.0],2011-01-06,2023-12-31,"['2011-01-06', '2013-06-11']","['2013-06-11', '2023-12-31']","[4306, 4306]","[14122, 14122]",,
1010330,14124,4303,札幌白石区本郷通札幌白石区北郷,"[1010330, 1010340, 1010341]","[0, 0]","[1.36, 1.36, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2011-01-06', '2020-03-30']","['2011-01-06', '2020-03-30', '2023-12-31']","[4303, 4303, 4303]","[14124, 14125, 14125]",,"['2011-05-12', '2020-03-30', '2023-12-31']"
1010440,14124,4302,札幌豊平区月寒東,[1010440],[],[],2011-01-06,2023-12-31,['2011-01-06'],['2023-12-31'],[4302],[14124],,
1010520,14110,4258,札幌南区定山渓温泉,"[1010520, 1010521]",[0],[1.36],2006-03-01,2023-12-31,"['2006-03-01', '2022-04-22']","['2022-04-22', '2023-12-31']","[4258, 4258]","[14110, 14111]",,
1010540,14121,4259,札幌南区真駒内札幌南区川沿,"[1010540, 1010542]",[0],[2.3],2011-01-06,2023-12-31,"['2011-01-06', '2018-02-22']","['2018-02-22', '2023-12-31']","[4259, 4300]","[14121, 14120]",,
1010541,14115,4258,札幌南区簾舞札幌南区石山,"[1010541, 1010543]",[0],[6.8],2011-01-06,2023-12-31,"['2011-01-06', '2018-02-21']","['2018-02-21', '2023-12-31']","[4258, 4258]","[14115, 14120]",,
1010640,14118,4304,札幌西区琴似,[1010640],[],[],2011-01-06,2023-12-31,['2011-01-06'],['2023-12-31'],[4304],[14118],,
1010740,14130,4302,札幌厚別区もみじ台,[1010740],[],[],2011-01-06,2023-12-31,['2011-01-06'],['2023-12-31'],[4302],[14130],,
1010840,14116,4307,札幌手稲区前田,[1010840],[],[],2011-01-06,2023-12-31,['2011-01-06'],['2023-12-31'],[4307],[14116],,
1010900,14132,4306,江別市高砂町,[1010900],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4306],[14132],,
1010920,14133,4307,江別市緑町,[1010920],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4307],[14133],,
1011040,14127,4300,札幌清田区平岡,[1011040],[],[],2011-01-06,2023-12-31,['2011-01-06'],['2023-12-31'],[4300],[14127],,
1020000,14138,4250,千歳市北栄,[1020000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4250],[14138],,
1020001,14141,4247,新千歳空港,[1020001],[],[],2007-07-02,2023-12-31,['2007-07-02'],['2023-12-31'],[4247],[14141],,
1020020,14136,4247,千歳市若草,[1020020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4247],[14136],,
1020021,14124,4247,千歳市支笏湖温泉,[1020021],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4247],[14124],,
1020100,14127,4251,恵庭市漁平,[1020100],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4251],[14127],,
1020130,14135,4253,恵庭市京町,[1020130],[],[],2002-07-29,2023-12-31,['2002-07-29'],['2023-12-31'],[4253],[14135],,
1020220,14133,4300,北広島市共栄,[1020220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4300],[14133],,
1050000,14015,4212,八雲町大新,[1050000],[],[],1994-07-15,1998-02-09,['1994-07-15'],['1998-02-09'],[4212],[14015],,
1050001,14022,4207,八雲町上の湯,[1050001],[],[],1998-02-09,2023-12-31,['1998-02-09'],['2023-12-31'],[4207],[14022],,
1050020,14016,4216,八雲町住初町,[1050020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4216],[14016],,
1050021,13959,4208,八雲町熊石雲石町,[1050021],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4208],[13959],,
1050120,14021,4230,長万部町平里,[1050120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4230],[14021],,
1060000,14045,4149,函館市美原,"[1060000, 1060002]",[0],[0.0],1919-01-01,2023-12-31,"['1919-01-01', '2019-03-26']","['2019-03-26', '2023-12-31']","[4149, 4149]","[14045, 14045]",,
1060001,14102,4153,函館市尾札部町,[1060001],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4153],[14102],,
1060020,14044,4146,函館市大森町,[1060020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4146],[14044],,
1060021,14100,4143,函館市泊町,[1060021],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4143],[14100],,
1060022,14108,4150,函館市新浜町,[1060022],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4150],[14108],,
1060023,14058,4154,函館市川汲町,[1060023],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4154],[14058],,
1060030,14106,4147,函館市日ノ浜町,"[1060030, 1060031]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4147, 4147]","[14106, 14106]",,
1060300,14041,4154,七飯町桜町,"[1060300, 1060301]",[0],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2014-12-17']","['2014-12-17', '2023-12-31']","[4154, 4154]","[14041, 14041]",,
1060320,14042,4154,七飯町本町,[1060320],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4154],[14042],,
1060820,14048,4203,鹿部町宮浜,[1060820],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4203],[14048],,
1061000,14034,4206,渡島森町御幸町,"[1061000, 1061001, 1061002, 1061003]","[0, 0, 0]","[3.95, 1.38, 1.38, 3.7, 3.7, 0.0]",1938-02-01,2023-12-31,"['1938-02-01', '2002-03-02', '2004-03-01', '2013-12-04']","['2002-03-02', '2004-03-01', '2013-12-04', '2023-12-31']","[4206, 4204, 4206, 4206]","[14034, 14035, 14035, 14035]",,
1061020,14034,4206,渡島森町上台町,[1061020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4206],[14034],,
1061030,14040,4207,渡島森町砂原,"[1061030, 1061031]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4207, 4207]","[14040, 14040]",,
1061130,14039,4149,渡島北斗市中央,"[1061130, 1061132]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4149, 4149]","[14039, 14039]",,
1061131,14039,4153,渡島北斗市本町,"[1061131, 1061133]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4153, 4153]","[14039, 14039]",,
1070000,14007,4126,渡島松前町福山,[1070000],[],[],1995-11-25,2023-12-31,['1995-11-25'],['2023-12-31'],[4126],[14007],,
1070001,14000,4131,渡島松前町清部,[1070001],[],[],2013-07-30,2023-12-31,['2013-07-30'],['2023-12-31'],[4131],[14000],,
1070120,14015,4129,福島町福島,[1070120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4129],[14015],,
1070200,14025,4132,知内町小谷石,[1070200],[],[],1998-02-09,2023-12-31,['1998-02-09'],['2023-12-31'],[4132],[14025],,
1070230,14025,4136,知内町重内,"[1070230, 1070231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4136, 4136]","[14025, 14025]",,
1070320,14026,4141,木古内町木古内,"[1070320, 1070321]",[0],[0.0],2006-03-01,2023-12-31,"['2006-03-01', '2018-10-29']","['2018-10-29', '2023-12-31']","[4141, 4141]","[14026, 14026]",,
1100000,14008,4152,檜山江差町姥神,"[1100000, 1100001]",[0],[1.38],1941-01-01,2023-12-31,"['1941-01-01', '2020-09-12']","['2020-09-12', '2023-12-31']","[4152, 4152]","[14008, 14007]",,
1100020,14008,4152,檜山江差町中歌町,[1100020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4152],[14008],,
1100100,14003,4141,上ノ国町早川,[1100100],[],[],1994-07-15,1998-02-09,['1994-07-15'],['1998-02-09'],[4141],[14003],,
1100120,14015,4145,上ノ国町湯ノ岱,[1100120],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4145],[14015],,
1100121,14000,4139,上ノ国町小砂子,[1100121],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4139],[14000],,
1100130,14007,4148,上ノ国町大留,"[1100130, 1100131]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4148, 4148]","[14007, 14007]",,
1100220,14022,4156,厚沢部町木間内,[1100220],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4156],[14022],,
1100230,14014,4155,厚沢部町新町,"[1100230, 1100231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4155, 4155]","[14014, 14014]",,
1100330,14008,4158,乙部町緑町,"[1100330, 1100331]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4158, 4158]","[14008, 14008]",,
1100820,14001,4226,今金町今金,[1100820],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4226],[14001],,
1100900,13953,4225,せたな町北檜山区豊岡,[1100900],[],[],2012-07-03,2023-12-31,['2012-07-03'],['2023-12-31'],[4225],[13953],,
1100920,13949,4214,せたな町大成区都,[1100920],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4214],[13949],,
1100921,13951,4227,せたな町瀬棚区本町,[1100921],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4227],[13951],,
1100922,13950,4236,せたな町瀬棚区北島歌,[1100922],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4236],[13950],,
1100930,13953,4225,せたな町北檜山区徳島,"[1100930, 1100931]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4225, 4225]","[13953, 13953]",,
1150000,14101,4311,小樽市勝納町,[1150000],[],[],1943-01-01,2023-12-31,['1943-01-01'],['2023-12-31'],[4311],[14101],,
1150020,14100,4311,小樽市花園町,[1150020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4311],[14100],,
1150100,14028,4321,積丹町日司町,[1150100],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4321],[14028],,
1150120,14036,4318,積丹町美国町,[1150120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4318],[14036],,
1150121,14023,4319,積丹町余別町,[1150121],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4319],[14023],,
1150230,14038,4316,古平町浜町,"[1150230, 1150231, 1150232]","[0, 0]","[0.0, 0.0, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12', '2022-04-29']","['2011-05-12', '2022-04-29', '2023-12-31']","[4316, 4316, 4316]","[14038, 14038, 14038]",,
1150330,14046,4309,仁木町西町,"[1150330, 1150331]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4309, 4309]","[14046, 14046]",,
1150400,14047,4312,余市町朝日町,[1150400],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4312],[14047],,
1150420,14047,4312,余市町浜中町,[1150420],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4312],[14047],,
1150520,14049,4305,赤井川村赤井川,[1150520],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4305],[14049],,
1160020,14041,4248,ニセコ町中央通,[1160020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4248],[14041],,
1160130,14048,4246,真狩村真狩,"[1160130, 1160131, 1160132]","[0, 0]","[0.0, 0.0, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12', '2012-06-23']","['2011-05-12', '2012-06-23', '2023-12-31']","[4246, 4246, 4246]","[14048, 14048, 14048]",,
1160230,14053,4244,留寿都村留寿都,"[1160230, 1160231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4244, 4244]","[14053, 14053]",,
1160320,14056,4248,喜茂別町喜茂別,[1160320],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4248],[14056],,
1160430,14053,4251,京極町京極,"[1160430, 1160431]",[0],[1.85],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4251, 4252]","[14053, 14053]",,
1160500,14045,4254,倶知安町南１条,[1160500],[],[],1944-01-01,2023-12-31,['1944-01-01'],['2023-12-31'],[4254],[14045],,
1160520,14046,4254,倶知安町北４条,[1160520],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4254],[14046],,
1170000,14002,4239,島牧村江ノ島,[1170000],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4239],[14002],,
1170020,14004,4242,島牧村泊,[1170020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4242],[14004],,
1170100,14013,4248,寿都町新栄,"[1170100, 1170101]",[0],[0.0],1919-01-01,2023-12-31,"['1919-01-01', '2008-11-04']","['2008-11-04', '2023-12-31']","[4248, 4248]","[14013, 14013]",,
1170120,14014,4247,寿都町渡島,[1170120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4247],[14014],,
1170220,14018,4240,黒松内町黒松内,"[1170220, 1170221]",[0],[0.0],2006-03-01,2023-12-31,"['2006-03-01', '2007-09-26']","['2007-09-26', '2023-12-31']","[4240, 4240]","[14018, 14018]",,
1170320,14032,4248,蘭越町蘭越,[1170320],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4248],[14032],,
1170430,14037,4259,共和町南幌似,"[1170430, 1170431]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4259, 4259]","[14037, 14037]",,
1170500,14031,4259,岩内町清住岩内町高台,"[1170500, 1170501]",[0],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2015-05-28']","['2015-05-28', '2023-12-31']","[4259, 4259]","[14031, 14031]",,
1170520,14031,4259,岩内町清住,[1170520],[],[],2015-07-30,2023-12-31,['2015-07-30'],['2023-12-31'],[4259],[14031],,
1170630,14030,4304,泊村茅沼村,"[1170630, 1170631]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4304, 4304]","[14030, 14030]",,
1170720,14026,4309,神恵内村神恵内,[1170720],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4309],[14026],,
1190000,13926,4204,奥尻町米岡奥尻町松江,"[1190000, 1190001]",[0],[3.32],1995-04-13,2023-12-31,"['1995-04-13', '2000-11-30']","['2000-11-30', '2023-12-31']","[4204, 4205]","[13926, 13928]",,
1190021,13927,4204,奥尻町青苗,[1190021],[],[],2006-06-20,2012-11-15,['2006-06-20'],['2012-11-15'],[4204],[13927],,
1190070,13931,4210,奥尻町奥尻,"[1190070, 1190030, 1190031]","[2664, 0]","[0.0, 0.0, 0.0]",1993-07-15,2023-12-31,"['1993-07-15', '2002-07-29', '2011-05-12']","['1995-04-13', '2011-05-12', '2023-12-31']","[4210, 4210, 4210]","[13931, 13931, 13931]",,
1200020,14203,4343,深川市１条,[1200020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4343],[14203],,
1200070,14206,4354,鷹泊通報所,[1200070],[],[],1959-10-01,1975-01-25,['1959-10-01'],['1975-01-25'],[4354],[14206],,
1200130,14158,4342,妹背牛町妹背牛,"[1200130, 1200131]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4342, 4342]","[14158, 14158]",,
1200230,14157,4346,秩父別町役場,"[1200230, 1200231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4346, 4346]","[14157, 14157]",,
1200300,14143,4345,北竜町竜西,[1200300],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4345],[14143],,
1200330,14153,4344,北竜町和,"[1200330, 1200331]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4344, 4344]","[14153, 14153]",,
1200420,14156,4348,沼田町沼田,[1200420],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4348],[14156],,
1200470,14157,4348,石狩沼田通報所,[1200470],[],[],1959-10-01,1978-04-01,['1959-10-01'],['1978-04-01'],[4348],[14157],,
1210000,14213,4330,芦別市旭町,[1210000],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4330],[14213],,
1210020,14211,4331,芦別市北２条,[1210020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4331],[14211],,
1210130,14203,4333,赤平市泉町,"[1210130, 1210131]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4333, 4333]","[14203, 14203]",,
1210200,14155,4333,滝川市大町,[1210200],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4333],[14155],,
1210220,14155,4333,滝川市新町,[1210220],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4333],[14155],,
1210270,14157,4334,滝川通報所,[1210270],[],[],1958-10-01,1982-12-31,['1958-10-01'],['1982-12-31'],[4334],[14157],,
1210330,14154,4330,砂川市西６条７条,"[1210330, 1210331, 1210332]","[0, 0]","[0.0, 0.0, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12', '2021-05-04']","['2011-05-12', '2021-05-04', '2023-12-31']","[4330, 4330, 4330]","[14154, 14154, 14154]",,
1210430,14202,4331,歌志内市本町,"[1210430, 1210431]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4331, 4331]","[14202, 14202]",,
1210530,14153,4326,奈井江町奈井江,"[1210530, 1210531]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4326, 4326]","[14153, 14153]",,
1210630,14159,4329,上砂川町上砂川,"[1210630, 1210631, 1210632]","[0, 0]","[0.0, 0.0, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12', '2019-08-27']","['2011-05-12', '2019-08-27', '2023-12-31']","[4329, 4329, 4329]","[14159, 14159, 14159]",,
1210730,14149,4326,浦臼町ウラウスナイ,[1210730],[],[],2002-07-29,2023-12-31,['2002-07-29'],['2023-12-31'],[4326],[14149],,
1210830,14153,4333,新十津川町中央,"[1210830, 1210831, 1210832]","[0, 0]","[0.0, 0.0, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12', '2019-02-07']","['2011-05-12', '2019-02-07', '2023-12-31']","[4333, 4333, 4333]","[14153, 14153, 14153]",,
1210930,14153,4339,雨竜町フシコウリウ,"[1210930, 1210931, 1210932]","[0, 0]","[0.0, 0.0, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12', '2018-05-03']","['2011-05-12', '2018-05-03', '2023-12-31']","[4339, 4339, 4339]","[14153, 14153, 14153]",,
1220000,14158,4302,夕張市若菜,[1220000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4302],[14158],,
1220020,14201,4300,夕張市清水沢宮前町,[1220020],[],[],2006-03-01,2010-10-05,['2006-03-01'],['2010-10-05'],[4300],[14201],,
1220070,14158,4302,夕張通報所,[1220070],[],[],1963-10-01,1978-04-01,['1963-10-01'],['1978-04-01'],[4302],[14158],,
1220100,14147,4313,岩見沢市５条,[1220100],[],[],1947-01-01,2023-12-31,['1947-01-01'],['2023-12-31'],[4313],[14147],,
1220120,14147,4312,岩見沢市鳩が丘,"[1220120, 1220121]",[0],[0.0],2006-03-01,2023-12-31,"['2006-03-01', '2022-07-01']","['2022-07-01', '2023-12-31']","[4312, 4312]","[14147, 14147]",,
1220131,14145,4307,岩見沢市栗沢町東本町,"[1220131, 1220133, 1220134]","[0, 0]","[0.0, 0.0, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12', '2016-03-29']","['2011-05-12', '2016-03-29', '2023-12-31']","[4307, 4307, 4307]","[14145, 14145, 14145]","['2002-07-29', '2011-05-12', '2016-02-19']",
1220160,14142,4316,北村赤川岩見沢市北村赤川,"[1220160, 1220130, 1220132]","[0, 0]","[0.0, 0.0, 0.0]",2002-07-29,2023-12-31,"['2002-07-29', '2004-05-26', '2011-05-12']","['2004-05-26', '2011-05-12', '2023-12-31']","[4316, 4316, 4316]","[14142, 14142, 14142]",,
1220200,14151,4320,美唄市西４条５条,"[1220200, 1220201]",[0],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2000-11-30']","['2000-11-30', '2023-12-31']","[4320, 4320]","[14151, 14151]",,
1220220,14151,4320,美唄市西３条,[1220220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4320],[14151],,
1220330,14152,4315,三笠市若松町幸町,"[1220330, 1220331]",[0],[1.35],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4315, 4315]","[14152, 14153]",,
1220630,14139,4304,南幌町栄町,"[1220630, 1220631]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4304, 4304]","[14139, 14139]",,
1220720,14147,4300,由仁町新光,[1220720],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4300],[14147],,
1220830,14142,4301,長沼町中央,"[1220830, 1220831]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4301, 4301]","[14142, 14142]",,
1220930,14147,4303,栗山町松風,"[1220930, 1220931]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4303, 4303]","[14147, 14147]",,
1221020,14140,4321,月形町円山公園,[1221020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4321],[14140],,
1250000,14224,4411,士別市東６条,"[1250000, 1250002]",[0],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2019-10-30']","['2019-10-30', '2023-12-31']","[4411, 4411]","[14224, 14224]",,
1250001,14236,4407,士別市朝日町,[1250001],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4407],[14236],,
1250021,14224,4411,士別市東３条,[1250021],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4411],[14224],,
1250100,14228,4421,名寄市大通,[1250100],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4421],[14228],,
1250120,14227,4422,名寄市西５条,[1250120],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4422],[14227],,
1250130,14225,4418,名寄市風連町,"[1250130, 1250131]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4418, 4418]","[14225, 14225]",,
1250170,14227,4422,名寄通報所,[1250170],[],[],1959-05-01,1973-12-31,['1959-05-01'],['1973-12-31'],[4422],[14227],,
1250220,14225,4401,和寒町西町,[1250220],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4401],[14225],,
1250330,14222,4406,剣淵町仲町,"[1250330, 1250331]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4406, 4406]","[14222, 14222]",,
1250620,14239,4419,下川町北町,[1250620],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4419],[14239],,
1250720,14221,4429,美深町西町,[1250720],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4429],[14221],,
1250721,14234,4433,美深町仁宇布,[1250721],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4433],[14234],,
1250820,14216,4444,音威子府村音威子府,[1250820],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4444],[14216],,
1250920,14204,4449,上川中川町中川,[1250920],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4449],[14204],,
1251020,14209,4400,幌加内町平和,[1251020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4400],[14209],,
1251021,14210,4417,幌加内町朱鞠内,[1251021],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4417],[14210],,
1260000,14222,4346,旭川市８条通宮前１条,"[1260000, 1260001]",[0],[1.85],1919-01-01,2023-12-31,"['1919-01-01', '2004-10-01']","['2004-10-01', '2023-12-31']","[4346, 4345]","[14222, 14222]",,
1260020,14222,4346,旭川市７条,[1260020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4346],[14222],,
1260130,14221,4351,鷹栖町南１条,"[1260130, 1260131]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4351, 4351]","[14221, 14221]",,
1260230,14227,4342,東神楽町南１条,"[1260230, 1260231]",[0],[0.0],2002-07-29,2023-12-31,"['2002-07-29', '2011-05-12']","['2011-05-12', '2023-12-31']","[4342, 4342]","[14227, 14227]",,
